name,code,disputes,complainant_nations,case_status,latitude,longitude
Australia,AUS,9,[['20.0'\, '77.0']\, ['13.0'\, '105.0']\, ['35.0'\, '105.0']\, ['28.0'\, '84.0']\, ['-27.0'\, '133.0']\, ['31.9'\, '35.2']],66.67%,-27.0,133.0
Austria,AUT,5,[['10.0'\, '8.0']\, ['35.0'\, '33.0']\, ['52.0'\, '20.0']\, ['23.0'\, '-102.0']\, ['39.0'\, '22.0']],60.00%,47.3333,13.3333
Bangladesh,BGD,1,[['20.0'\, '77.0']],100.00%,24.0,90.0
Belgium,BEL,8,[['27.0'\, '30.0']\, ['0.0'\, '25.0']\, ['42.8333'\, '12.8333']\, ['15.5'\, '-90.25']\, ['46.0'\, '2.0']\, ['0.0'\, '25.0']\, ['-2.0'\, '30.0']],100.00%,50.8333,4.0
Bolivia,BOL,1,[['-10.0'\, '-76.0']],N/A,-17.0,-65.0
Bulgaria,BGR,1,[['54.0'\, '-2.0']],100.00%,43.0,25.0
Canada,CAN,10,[['27.0'\, '30.0']\, ['20.0'\, '77.0']\, ['-17.0'\, '-65.0']\, ['35.0'\, '105.0']\, ['1.0'\, '38.0']],80.00%,60.0,-95.0
Chile,CHL,1,[['-10.0'\, '-76.0']],100.00%,-30.0,-71.0
China,CHN,2,[['35.0'\, '105.0']],50.00%,35.0,105.0
Denmark,DNK,3,[['72.0'\, '-40.0']\, ['65.0'\, '-18.0']],100.00%,56.0,10.0
Finland,FIN,1,[['-22.0'\, '17.0']],100.00%,64.0,26.0
France,FRA,29,[['10.0'\, '8.0']\, ['35.0'\, '105.0']\, ['16.0'\, '106.0']\, ['14.0'\, '-14.0']\, ['38.0'\, '-97.0']\, ['33.0'\, '44.0']\, ['28.0'\, '84.0']\, ['27.0'\, '30.0']\, ['46.0'\, '25.0']\, ['25.0'\, '45.0']\, ['15.5'\, '-90.25']\, ['13.0'\, '105.0']\, ['17.0'\, '-4.0']\, ['9.5'\, '2.25']\, ['-10.0'\, '-76.0']\, ['39.0'\, '35.0']\, ['32.0'\, '53.0']\, ['37.0'\, '127.5']],51.72%,46.0,2.0
Germany,DEU,29,[['39.0'\, '35.0']\, ['27.0'\, '30.0']\, ['33.0'\, '44.0']\, ['23.0'\, '-102.0']\, ['10.0'\, '8.0']\, ['35.0'\, '33.0']\, ['6.0'\, '12.0']\, ['-20.0'\, '30.0']\, ['46.0'\, '25.0']\, ['52.0'\, '20.0']\, ['-22.0'\, '17.0']\, ['51.0'\, '9.0']\, ['38.0'\, '-97.0']\, ['65.0'\, '-18.0']\, ['20.0'\, '77.0']\, ['54.0'\, '-2.0']\, ['39.0'\, '22.0']\, ['59.0'\, '26.0']\, ['15.5'\, '-90.25']],68.97%,51.0,9.0
Greece,GRC,2,[['51.0'\, '9.0']\, ['39.0'\, '35.0']],50.00%,39.0,22.0
Hong Kong S.A.R.,HKG,1,[['20.0'\, '77.0']],100.00%,22.25,114.1667
Hungary,HUN,1,[['40.0'\, '45.0']],N/A,47.0,20.0
India,IND,4,[['20.0'\, '77.0']\, ['35.0'\, '105.0']\, ['30.0'\, '70.0']],50.00%,20.0,77.0
Iraq,IRQ,1,[['38.0'\, '-97.0']],N/A,33.0,44.0
Israel,ISR,1,[['51.0'\, '9.0']],N/A,31.5,34.75
Italy,ITA,9,[['-2.0'\, '-77.5']\, ['27.0'\, '30.0']\, ['-41.0'\, '174.0']\, ['25.0'\, '17.0']\, ['23.0'\, '-102.0']\, ['8.0'\, '38.0']\, ['38.0'\, '-97.0']],88.89%,42.8333,12.8333
Japan,JPN,12,[['37.0'\, '127.5']\, ['16.0'\, '106.0']\, ['38.0'\, '-97.0']\, ['36.0'\, '138.0']],91.67%,36.0,138.0
Jordan,JOR,2,[['33.0'\, '44.0']],100.00%,31.0,36.0
Mexico,MEX,1,[['46.0'\, '2.0']],N/A,23.0,-102.0
Namibia,NAM,2,[['35.0'\, '105.0']],N/A,-22.0,17.0
Netherlands,NLD,13,[['-5.0'\, '120.0']\, ['35.0'\, '105.0']\, ['35.0'\, '33.0']\, ['60.0'\, '100.0']\, ['9.0'\, '-80.0']\, ['7.0'\, '81.0']\, ['23.0'\, '-102.0']\, ['8.0'\, '-2.0']\, ['8.0'\, '38.0']\, ['27.0'\, '30.0']\, ['33.0'\, '44.0']],69.23%,52.5,5.75
New Zealand,NZL,1,[['28.0'\, '84.0']],N/A,-41.0,174.0
Norway,NOR,1,[['35.0'\, '105.0']],100.00%,62.0,10.0
Philippines,PHL,1,[['13.0'\, '122.0']],100.00%,13.0,122.0
Romania,ROU,1,[['54.0'\, '-2.0']],100.00%,46.0,25.0
Russia,RUS,3,[['39.0'\, '22.0']\, ['32.0'\, '53.0']\, ['51.0'\, '9.0']],33.33%,60.0,100.0
Saudi Arabia,SAU,2,[['33.0'\, '44.0']],100.00%,25.0,45.0
Serbia,SRB,1,[],100.00%,44.0,21.0
South Africa,ZAF,1,[['-29.0'\, '24.0']],N/A,-29.0,24.0
South Korea,KOR,9,[['36.0'\, '138.0']],11.11%,37.0,127.5
Spain,ESP,3,[['27.0'\, '30.0']\, ['15.5'\, '-90.25']\, ['4.0'\, '-72.0']],N/A,40.0,-4.0
Sweden,SWE,2,[['-10.0'\, '-76.0']],100.00%,62.0,15.0
Switzerland,CHE,11,[['42.8333'\, '12.8333']\, ['27.0'\, '30.0']\, ['-41.0'\, '174.0']\, ['46.0'\, '2.0']\, ['36.0'\, '138.0']\, ['-10.0'\, '-55.0']\, ['51.0'\, '9.0']\, ['46.0'\, '25.0']\, ['33.0'\, '44.0']],90.91%,47.0,8.0
Syria,SYR,1,[['33.0'\, '44.0']],100.00%,35.0,38.0
Taiwan,TWN,1,[['35.0'\, '105.0']],N/A,23.5,121.0
Thailand,THA,10,[['13.0'\, '105.0']],80.00%,15.0,100.0
Tunisia,TUN,1,[['28.0'\, '3.0']],100.00%,34.0,9.0
Turkey,TUR,3,[['35.0'\, '33.0']\, ['39.0'\, '22.0']\, ['35.0'\, '38.0']],66.67%,39.0,35.0
United Kingdom,GBR,66,[['27.0'\, '30.0']\, ['10.0'\, '8.0']\, ['20.0'\, '77.0']\, ['35.0'\, '105.0']\, ['35.0'\, '33.0']\, ['39.0'\, '22.0']\, ['32.0'\, '53.0']\, ['8.0'\, '38.0']\, ['39.0'\, '35.0']\, ['33.0'\, '65.0']\, ['1.0'\, '38.0']\, ['42.8333'\, '12.8333']\, ['46.0'\, '15.0']\, ['22.0'\, '98.0']\, ['52.5'\, '5.75']\, ['35.0'\, '38.0']\, ['46.0'\, '25.0']\, ['18.25'\, '-77.5']\, ['-30.0'\, '-71.0']\, ['7.0'\, '81.0']\, ['-27.0'\, '133.0']\, ['8.0'\, '-2.0']\, ['52.0'\, '20.0']\, ['-5.0'\, '120.0']\, ['47.0'\, '20.0']],54.55%,54.0,-2.0
United States,USA,308,[['42.8333'\, '12.8333']\, ['33.0'\, '44.0']\, ['13.0'\, '105.0']\, ['35.0'\, '105.0']\, ['39.0'\, '35.0']\, ['20.0'\, '77.0']\, ['15.0'\, '100.0']\, ['39.0'\, '22.0']\, ['27.0'\, '30.0']\, ['38.0'\, '-97.0']\, ['10.0'\, '8.0']\, ['28.0'\, '84.0']\, ['23.0'\, '-102.0']\, ['1.0'\, '38.0']\, ['46.0'\, '2.0']\, ['51.0'\, '9.0']\, ['-10.0'\, '-76.0']\, ['37.0'\, '127.5']\, ['15.5'\, '-90.25']\, ['32.0'\, '53.0']\, ['33.0'\, '65.0']\, ['60.0'\, '100.0']\, ['52.0'\, '20.0']\, ['46.0'\, '25.0']\, ['35.0'\, '33.0']\, ['40.0'\, '-4.0']\, ['43.0'\, '25.0']\, ['16.0'\, '106.0']\, ['35.0'\, '38.0']\, ['40.0'\, '45.0']\, ['15.0'\, '48.0']\, ['13.0'\, '122.0']\, ['33.8333'\, '35.8333']\, ['-2.0'\, '-77.5']\, ['31.9'\, '35.2']\, ['-17.0'\, '-65.0']\, ['6.0'\, '12.0']\, ['17.0'\, '-4.0']\, ['-27.0'\, '133.0']],84.42%,38.0,-97.0
name,code,0,[],N/A,,
Burma,MMR,0,[],N/A,,
Micronesia, Federated States of,0,[],N/A,,
Iran (Islamic Republic of),IRN,0,[],N/A,,
Cote d'Ivoire,CIV,0,[],N/A,,
Korea, Republic of,0,[],N/A,,
Libyan Arab Jamahiriya,LBY,0,[],N/A,,
The former Yugoslav Republic of Macedonia,MKD,0,[],N/A,,
Hong Kong,HKG,0,[],N/A,,
Macau,MAC,0,[],N/A,,
Åland Islands,ALA,0,[],N/A,,
French Southern and Antarctic Lands,ATF,0,[],N/A,,
Reunion,REU,0,[],N/A,,
Republic of Moldova,MDA,0,[],N/A,,
Syrian Arab Republic,SYR,0,[],N/A,,
United Republic of Tanzania,TZA,0,[],N/A,,
Venezuela,VEN,0,[],N/A,,
British Virgin Islands,VGB,0,[],N/A,,
Viet Nam,VNM,0,[],N/A,,
United States Virgin Islands,VIR,0,[],N/A,,
Wallis and Futuna Islands,WLF,0,[],N/A,,
Pitcairn Islands,PCN,0,[],N/A,,
Saint Helena,SHN,0,[],N/A,,
Holy See (Vatican City),VAT,0,[],N/A,,
Svalbard,SJM,0,[],N/A,,
Saint Martin,MAF,0,[],N/A,,
Saint Barthelemy,BLM,0,[],N/A,,
South Georgia South Sandwich Islands,SGS,0,[],N/A,,
